accession	variant
ON503136.1	BA.2
ON503137.1	BA.2
ON503138.1	BA.2
ON503142.1	BA.2
ON503145.1	BA.2
ON503146.1	BA.2
ON503150.1	BA.2
ON503151.1	BA.2
ON503154.1	BA.2
ON503159.1	BA.2
ON503163.1	BA.2
ON503165.1	BA.2
ON503166.1	BA.2
ON503167.1	BA.2
ON503169.1	BA.2
ON503173.1	BA.2
ON503175.1	BA.2
ON503176.1	BA.2
ON503177.1	BA.2
ON503178.1	BA.2
ON503179.1	BA.2
ON503182.1	BA.2
ON503183.1	BA.2
ON503186.1	BA.2
ON503194.1	BA.2
ON503195.1	BA.2
ON503198.1	BA.2
ON503206.1	BA.2
ON503212.1	BA.2
ON503215.1	BA.2
ON503219.1	BA.2
ON503224.1	BA.2
ON503225.1	BA.2
ON503229.1	BA.2
ON503231.1	BA.2
ON503232.1	BA.2
ON503234.1	BA.2
ON503236.1	BA.2
ON503240.1	BA.2
ON503242.1	BA.2
ON503247.1	BA.2
ON503248.1	BA.2
ON503250.1	BA.2
ON503252.1	BA.2
ON503257.1	BA.2
ON503259.1	BA.2
ON503262.1	BA.2
ON503266.1	BA.2
ON503269.1	BA.2
ON503271.1	BA.2
ON503272.1	BA.2
ON503274.1	BA.2
ON503279.1	BA.2
ON503281.1	BA.2
ON503284.1	BA.2
ON503286.1	BA.2
ON503291.1	BA.2
ON503292.1	BA.2
ON503293.1	BA.2
ON503298.1	BA.2
ON503299.1	BA.2
ON503300.1	BA.2
ON503304.1	BA.2
ON503314.1	BA.2
ON503315.1	BA.2
ON503316.1	BA.2
ON503320.1	BA.2
ON503321.1	BA.2
ON503327.1	BA.2
ON503334.1	BA.2
ON503335.1	BA.2
ON503338.1	BA.2
ON503342.1	BA.2
ON503343.1	BA.2
ON503344.1	BA.2
ON503345.1	BA.2
ON503346.1	BA.2
ON503347.1	BA.2
ON503349.1	BA.2
ON503352.1	BA.2
ON503359.1	BA.2
ON503361.1	BA.2
ON503363.1	BA.2
ON503367.1	BA.2
ON503368.1	BA.2
ON503369.1	BA.2
ON503371.1	BA.2
ON503376.1	BA.2
ON503380.1	BA.2
ON503383.1	BA.2
ON503384.1	BA.2
ON503386.1	BA.2
ON503391.1	BA.2
ON503392.1	BA.2
ON503394.1	BA.2
ON503396.1	BA.2
ON503398.1	BA.2
ON503403.1	BA.2
ON503405.1	BA.2
ON503406.1	BA.2
ON503407.1	BA.2
ON503408.1	BA.2
ON503410.1	BA.2
ON503415.1	BA.2
ON503416.1	BA.2
ON503418.1	BA.2
ON503420.1	BA.2
ON503421.1	BA.2
ON503423.1	BA.2
ON503424.1	BA.2
ON503425.1	BA.2
ON503429.1	BA.2
ON503441.1	BA.2
ON503443.1	BA.2
ON503448.1	BA.2
ON503450.1	BA.2
ON503452.1	BA.2
ON503465.1	BA.2
ON503466.1	BA.2
ON503471.1	BA.2
ON503472.1	BA.2
ON503474.1	BA.2
ON503475.1	BA.2
ON503476.1	BA.2
ON503477.1	BA.2
ON503478.1	BA.2
ON503479.1	BA.2
ON503481.1	BA.2
ON503484.1	BA.2
ON503485.1	BA.2
ON503487.1	BA.2
ON503490.1	BA.2
ON503491.1	BA.2
ON503495.1	BA.2
ON503499.1	BA.2
ON503503.1	BA.2
ON503507.1	BA.2
ON503512.1	BA.2
ON503517.1	BA.2
ON503524.1	BA.2
ON503526.1	BA.2
ON503531.1	BA.2
ON503534.1	BA.2
ON503536.1	BA.2
ON503538.1	BA.2
ON503540.1	BA.2
ON503542.1	BA.2
ON503545.1	BA.2
ON503546.1	BA.2
ON503548.1	BA.2
ON503550.1	BA.2
ON503555.1	BA.2
ON503556.1	BA.2
ON503557.1	BA.2
ON503558.1	BA.2
ON503561.1	BA.2
ON503562.1	BA.2
ON503564.1	BA.2
ON503565.1	BA.2
ON503566.1	BA.2
ON503567.1	BA.2
ON503569.1	BA.2
ON503570.1	BA.2
ON503572.1	BA.2
ON503573.1	BA.2
ON503574.1	BA.2
ON503579.1	BA.2
ON503581.1	BA.2
ON503582.1	BA.2
ON503586.1	BA.2
ON503590.1	BA.2
ON503591.1	BA.2
ON503594.1	BA.2
ON503598.1	BA.2
ON503599.1	BA.2
ON503602.1	BA.2
ON503603.1	BA.2
ON503604.1	BA.2
ON503606.1	BA.2
ON503608.1	BA.2
ON503613.1	BA.2
ON503618.1	BA.2
ON503621.1	BA.2
ON503623.1	BA.2
ON503626.1	BA.2
ON503628.1	BA.2
ON503632.1	BA.2
ON503635.1	BA.2
ON503637.1	BA.2
ON503641.1	BA.2
ON503646.1	BA.2
ON503647.1	BA.2
ON503648.1	BA.2
ON503650.1	BA.2
ON503652.1	BA.2
ON503653.1	BA.2
ON503654.1	BA.2
ON503655.1	BA.2
ON503656.1	BA.2
ON503658.1	BA.2
ON503659.1	BA.2
ON503660.1	BA.2
ON503663.1	BA.2
ON503667.1	BA.2
ON503670.1	BA.2
ON503673.1	BA.2
ON503677.1	BA.2
ON503683.1	BA.2
ON503685.1	BA.2
ON503686.1	BA.2
ON503688.1	BA.2
ON503691.1	BA.2
ON503692.1	BA.2
ON503696.1	BA.2
ON503699.1	BA.2
ON503700.1	BA.2
ON503702.1	BA.2
ON503703.1	BA.2
ON503704.1	BA.2
ON503707.1	BA.2
ON503711.1	BA.2
ON503720.1	BA.2
ON503723.1	BA.2
ON503726.1	BA.2
ON503727.1	BA.2
ON503730.1	BA.2
ON503732.1	BA.2
ON503734.1	BA.2
ON503736.1	BA.2
ON503740.1	BA.2
ON503742.1	BA.2
ON503743.1	BA.2
ON503744.1	BA.2
ON503748.1	BA.2
ON503750.1	BA.2
ON503753.1	BA.2
ON503754.1	BA.2
ON503757.1	BA.2
ON503758.1	BA.2
ON503761.1	BA.2
ON503762.1	BA.2
ON503764.1	BA.2
ON503765.1	BA.2
ON503766.1	BA.2
ON503767.1	BA.2
ON503769.1	BA.2
ON503771.1	BA.2
ON503774.1	BA.2
ON503775.1	BA.2
ON503776.1	BA.2
ON503777.1	BA.2
ON503779.1	BA.2
ON503782.1	BA.2
ON503783.1	BA.2
ON503785.1	BA.2
ON503788.1	BA.2
ON503790.1	BA.2
ON503791.1	BA.2
ON503792.1	BA.2
ON503793.1	BA.2
ON503799.1	BA.2
ON503800.1	BA.2
ON503802.1	BA.2
ON503804.1	BA.2
ON503806.1	BA.2
ON503808.1	BA.2
ON503809.1	BA.2
ON503810.1	BA.2
ON503811.1	BA.2
ON503812.1	BA.2
ON503813.1	BA.2
ON503816.1	BA.2
ON503817.1	BA.2
ON503818.1	BA.2
ON503821.1	BA.2
ON503822.1	BA.2
ON503825.1	BA.2
ON503826.1	BA.2
ON503827.1	BA.2
ON503828.1	BA.2
ON503831.1	BA.2
ON503836.1	BA.2
ON503840.1	BA.2
ON503841.1	BA.2
ON503843.1	BA.2
ON503844.1	BA.2
ON503845.1	BA.2
ON503851.1	BA.2
ON503852.1	BA.2
ON503853.1	BA.2
ON503855.1	BA.2
ON503860.1	BA.2
ON503862.1	BA.2
ON503864.1	BA.2
ON503866.1	BA.2
ON503867.1	BA.2
ON503868.1	BA.2
ON503869.1	BA.2
ON503870.1	BA.2
ON503871.1	BA.2
ON503872.1	BA.2
ON503880.1	BA.2
ON503885.1	BA.2
ON503892.1	BA.2
ON503901.1	BA.2
ON503905.1	BA.2
ON503907.1	BA.2
ON503908.1	BA.2
ON503909.1	BA.2
ON503915.1	BA.2
ON503916.1	BA.2
ON503919.1	BA.2
ON503922.1	BA.4
ON503926.1	BA.2
ON503930.1	BA.2
ON503931.1	BA.2
ON503933.1	BA.2
ON503935.1	BA.2
ON503936.1	BA.2
ON503937.1	BA.2
ON503943.1	BA.2
ON503945.1	BA.2
ON503946.1	BA.2
ON503947.1	BA.2
ON503950.1	BA.2
ON503953.1	BA.2
ON503957.1	BA.2
ON503959.1	BA.2
ON503965.1	BA.2
ON503966.1	BA.2
ON503969.1	BA.2
ON503972.1	BA.2
ON503973.1	BA.2
ON503974.1	BA.2
ON503982.1	BA.2
ON503987.1	BA.2
ON503988.1	BA.2
ON503993.1	BA.2
ON503996.1	BA.2
ON503997.1	BA.2
ON503999.1	BA.2
ON504000.1	BA.2
ON504013.1	BA.2
ON504014.1	BA.2
ON504015.1	BA.2
ON504018.1	BA.2
ON504019.1	BA.2
ON504021.1	BA.2
ON504022.1	BA.2
ON504027.1	BA.2
ON504028.1	BA.2
ON504029.1	BA.2
ON504034.1	BA.2
ON504037.1	BA.2
ON504039.1	BA.2
ON504041.1	BA.2
ON504042.1	BA.2
ON504048.1	BA.2
ON504050.1	BA.2
ON504052.1	BA.2
ON504053.1	BA.2
ON504054.1	BA.2
ON504056.1	BA.2
ON504057.1	BA.2
ON504060.1	BA.2
ON504062.1	BA.2
ON504066.1	BA.2
ON504068.1	BA.2
ON504071.1	BA.2
ON504074.1	BA.2
ON504075.1	BA.2
ON504076.1	BA.2
ON504078.1	BA.2
ON504083.1	BA.2
ON504085.1	BA.2
ON504089.1	BA.2
ON504092.1	BA.2
ON504093.1	BA.2
ON504098.1	BA.2
ON504101.1	BA.2
ON504102.1	BA.2
ON504104.1	BA.2
ON504110.1	BA.2
ON504113.1	BA.2
ON504115.1	BA.2
ON504116.1	BA.2
ON504125.1	BA.2
ON504126.1	BA.2
ON504134.1	BA.2
ON504141.1	BA.2
ON504143.1	BA.2
ON504145.1	BA.2
ON504148.1	BA.2
ON504149.1	BA.2
ON504151.1	BA.2
ON504154.1	BA.2
ON504161.1	BA.2
ON504163.1	BA.2
ON504164.1	BA.2
ON504165.1	BA.2
ON504166.1	BA.2
ON504172.1	BA.2
ON504174.1	BA.2
ON504176.1	BA.2
ON504178.1	BA.2
ON504179.1	BA.2
ON504181.1	BA.2
ON504182.1	BA.2
ON504183.1	BA.2
ON504184.1	BA.2
ON504189.1	BA.2
ON504191.1	BA.2
ON504192.1	BA.2
ON504195.1	BA.2
ON504199.1	BA.2
ON504200.1	BA.2
ON504203.1	BA.2
ON504204.1	BA.2
ON504206.1	BA.2
ON504209.1	BA.2
ON504215.1	BA.2
ON504216.1	BA.2
ON504217.1	BA.2
ON504219.1	BA.2
ON504222.1	BA.2
ON504223.1	BA.2
ON504224.1	BA.2
ON504226.1	BA.2
ON504227.1	BA.2
ON504236.1	BA.2
ON504238.1	BA.2
ON504240.1	BA.2
ON504247.1	BA.2
ON504250.1	BA.2
ON504252.1	BA.2
ON504256.1	BA.2
ON504258.1	BA.2
ON504262.1	BA.2
ON504264.1	BA.2
ON504266.1	BA.2
ON504267.1	BA.2
ON504270.1	BA.2
ON504274.1	BA.2
ON505349.1	BA.1
ON505355.1	BA.1
ON505371.1	BA.1
ON505373.1	BA.1
ON505376.1	BA.1
ON505387.1	BA.1
ON505388.1	BA.1
ON505405.1	BA.1
ON505429.1	BA.1
ON505439.1	BA.1
ON505481.2	BA.2
ON505483.2	BA.2
ON505590.1	BA.2
ON505596.1	BA.2
ON505599.1	BA.2
ON505601.1	BA.2
ON505602.1	BA.2
ON505604.1	BA.2
ON505614.1	BA.2
ON505618.1	BA.2
ON505621.1	BA.2
ON505622.1	BA.2
ON505624.1	BA.2
ON505626.1	BA.2
ON505631.1	BA.2
ON505633.1	BA.2
ON505642.1	BA.2
ON505644.1	BA.2
ON505645.1	BA.2
ON505650.1	BA.2
ON505651.1	BA.2
ON505653.1	BA.2
ON505655.1	BA.2
ON505662.1	BA.2
ON505663.1	BA.2
ON505665.1	BA.2
ON505667.1	BA.2
ON505677.1	BA.2
ON505679.1	BA.2
ON505680.1	BA.2
ON505682.1	BA.2
ON505683.1	BA.2
ON505686.1	BA.2
ON505689.1	BA.2
ON505690.1	BA.2
ON505697.1	BA.2
ON505698.1	BA.2
ON505701.1	BA.2
ON505705.1	BA.2
ON505710.1	BA.2
ON505712.1	BA.2
ON505716.1	BA.2
ON505718.1	BA.2
ON507015.1	B.1.617.2
ON507016.1	B.1.617.2
ON507018.1	B.1.617.2
ON507019.1	B.1.617.2
ON507021.1	B.1.617.2
ON507026.1	B.1.617.2
ON507993.1	BA.1
ON508003.1	BA.1
ON508008.1	BA.1
ON508010.1	BA.1
ON508835.1	BA.1
ON508836.1	BA.1
ON508843.1	BA.1
ON508905.1	BA.2
ON508907.1	BA.2
ON508929.1	BA.2
ON509064.1	BA.2
ON509167.1	BA.2
ON509264.1	BA.2
ON509276.1	BA.2
ON509556.1	BA.2
ON509622.1	BA.1
ON509623.1	BA.1
ON509631.1	BA.1
ON509633.1	BA.1
ON509634.1	BA.1
ON509637.1	BA.1
ON509638.1	BA.1
ON509645.1	BA.1
ON510130.1	BA.2
ON510132.1	BA.2
ON510133.1	BA.2
ON510148.1	BA.2
ON510190.1	BA.2
ON510262.1	BA.2
ON510439.1	BA.2
ON510468.1	BA.2
ON510535.1	BA.2
ON510544.1	BA.1
ON510727.1	BA.2
ON511704.1	BA.2
ON511773.1	BA.2
ON511898.2	BA.1
ON511900.1	BA.2
ON512178.2	BA.2
ON512291.1	BA.2
ON512333.1	BA.2
ON513471.1	B.1.617.2
ON513473.1	BA.1
ON513476.1	BA.1
ON513477.1	BA.1
ON513478.1	BA.1
ON513484.1	BA.1
ON513494.1	BA.1
ON513496.1	BA.1
ON513506.1	B.1.617.2
ON513511.1	BA.1
ON513512.1	BA.1
ON513534.1	BA.1
ON513537.1	BA.1
ON513541.1	BA.1
ON513556.1	BA.1
ON513557.1	BA.1
ON513562.1	BA.1
ON513575.1	BA.1
ON513582.1	BA.1
ON513596.1	BA.1
ON513601.1	BA.1
ON513646.1	BA.1
ON513654.1	BA.1
ON513703.1	BA.1
ON513722.1	BA.1
ON513741.1	BA.1
ON513767.1	BA.1
ON513803.1	BA.1
ON513806.1	BA.1
ON515604.1	BA.1
ON515777.1	BA.1
ON515781.1	BA.1
ON515788.1	BA.1
ON515813.1	BA.1
ON515819.1	BA.1
ON515822.1	BA.1
ON515849.1	BA.1
ON515850.1	BA.1
ON515852.1	BA.1
ON515869.1	BA.1
ON515924.1	BA.1
ON515937.1	BA.1
ON515971.1	BA.1
ON515977.1	BA.1
ON515978.1	BA.1
ON515981.1	BA.1
ON516006.1	BA.1
ON516007.1	BA.1
ON516014.1	BA.1
ON516023.1	BA.1
ON516050.1	BA.1
ON516064.1	BA.1
ON516066.1	BA.1
ON516076.1	BA.1
ON516083.1	BA.1
ON516084.1	BA.1
ON516088.1	BA.1
ON516090.1	BA.1
ON516094.1	BA.1
ON516144.1	BA.1
ON516153.1	BA.1
ON516160.1	BA.1
ON516176.1	BA.1
ON516221.1	BA.1
ON516222.1	BA.1
ON516246.1	BA.1
ON516258.1	BA.1
ON516348.1	BA.1
ON516355.1	BA.1
ON516367.1	BA.1
ON516374.1	BA.1
ON516385.1	BA.1
ON516399.1	BA.1
ON516415.1	BA.1
ON516422.1	BA.1
ON516426.1	BA.1
ON516478.1	BA.1
ON516482.1	BA.1
ON516553.1	BA.1
ON516570.1	BA.1
ON516595.1	BA.1
ON516648.1	BA.1
ON516649.1	BA.1
ON516668.1	BA.1
ON516676.1	BA.1
ON516703.1	BA.1
ON516747.1	BA.1
ON516774.1	BA.1
ON516791.1	BA.1
ON516794.1	BA.1
ON516798.1	BA.1
ON516817.1	BA.1
ON516819.1	BA.1
ON516829.1	BA.1
ON516886.1	BA.1
ON516953.1	BA.1
ON516965.1	BA.1
ON517009.1	BA.1
ON517019.1	BA.1
ON517076.1	BA.1
ON517085.1	BA.1
ON517122.1	BA.1
ON517125.1	BA.1
ON517129.1	BA.1
ON517145.1	BA.1
ON517147.1	BA.1
ON517149.1	BA.1
ON517172.1	B.1.617.2
ON517197.1	BA.1
ON517209.1	BA.1
ON517211.1	BA.1
ON517232.1	BA.1
ON517236.1	BA.1
ON517238.1	BA.1
ON517241.1	BA.1
ON517246.1	BA.1
ON517251.1	BA.1
ON517259.1	BA.1
ON517295.1	BA.1
ON517298.1	BA.1
ON517300.1	BA.1
ON517371.1	BA.1
ON517374.1	BA.1
ON517413.1	BA.1
ON517545.1	BA.1
ON517616.1	BA.1
ON517655.1	BA.1
ON517661.1	BA.1
ON517677.1	BA.1
ON517726.1	BA.1
ON517743.1	BA.1
ON517769.1	BA.1
ON517819.1	BA.1
ON517874.1	BA.1
ON517876.1	BA.1
ON517879.1	BA.1
ON517901.1	BA.1
ON517905.1	BA.1
ON517923.1	B.1.617.2
ON517944.1	BA.1
ON517946.1	BA.1
ON517947.1	BA.1
ON517948.1	BA.1
ON517955.1	BA.1
ON517956.1	BA.1
ON517958.1	BA.1
ON518003.1	BA.1
ON518004.1	BA.1
ON518018.1	BA.1
ON518051.1	BA.1
ON518071.1	BA.1
ON518076.1	BA.1
ON518093.1	BA.1
ON518112.1	BA.1
ON518134.1	BA.1
ON518169.1	BA.1
ON518180.1	BA.1
ON518278.1	BA.1
ON518326.1	BA.1
ON518333.1	BA.1
ON518365.1	BA.1
ON518388.1	BA.1
ON518393.1	BA.1
ON518413.1	BA.1
ON518456.1	BA.1
ON518465.1	BA.1
ON518483.1	BA.1
ON518491.1	BA.1
ON518513.1	BA.1
ON518529.1	BA.1
ON518533.1	BA.1
ON518623.1	BA.1
ON518632.1	BA.1
ON518673.1	BA.1
ON518683.1	BA.1
ON518695.1	BA.1
ON518772.1	BA.1
ON518780.1	BA.1
ON518836.1	BA.1
ON518914.1	BA.2
ON518922.1	BA.1
ON518934.1	BA.2
ON518939.1	BA.2
ON519019.1	BA.1
ON519118.1	BA.2
ON519124.1	BA.2
ON519125.1	BA.2
ON519126.1	BA.2
ON519145.1	BA.2
ON519149.1	BA.2
ON519150.1	BA.2
ON519153.1	BA.2
ON519154.1	BA.2
ON519159.1	BA.2
ON519161.1	BA.2
ON519170.1	BA.2
ON519172.1	BA.2
ON519174.1	BA.2
ON519175.1	BA.2
ON519176.1	BA.2
ON519184.1	BA.2
ON519188.1	BA.2
ON519192.1	BA.2
ON519193.1	BA.2
ON519194.1	BA.2
ON519195.1	BA.2
ON519199.1	BA.2
ON519202.1	BA.2
ON519203.1	BA.2
ON519207.1	BA.2
ON519208.1	BA.2
ON519214.1	BA.2
ON519217.1	BA.2
ON519219.1	BA.2
ON519221.1	BA.2
ON519226.1	BA.2
ON519228.1	BA.2
ON519230.1	BA.2
ON519231.1	BA.2
ON519238.1	BA.2
ON519243.1	BA.2
ON519246.1	BA.2
ON519249.1	BA.2
ON519250.1	BA.2
ON519253.1	BA.2
ON519254.1	BA.2
ON519255.1	BA.2
ON519256.1	BA.2
ON519257.1	BA.2
ON519269.1	BA.2
ON519274.1	BA.2
ON519275.1	BA.2
ON519277.1	BA.2
ON519281.1	BA.2
ON519282.1	BA.2
ON519285.1	BA.2
ON519287.1	BA.2
ON519292.1	BA.2
ON519293.1	BA.2
ON519295.1	BA.2
ON519296.1	BA.2
ON519298.1	BA.2
ON519299.1	BA.2
ON519302.1	BA.2
ON519306.1	BA.2
ON519307.1	BA.2
ON519308.1	BA.2
ON519309.1	BA.2
ON519312.1	BA.2
ON519318.1	BA.2
ON519324.1	BA.2
ON519325.1	BA.2
ON519328.1	BA.2
ON519331.1	BA.2
ON519334.1	BA.2
ON519336.1	BA.2
ON519341.1	BA.2
ON519342.1	BA.2
ON519344.1	BA.2
ON519348.1	BA.2
ON519349.1	BA.2
ON519350.1	BA.2
ON519352.1	BA.2
ON519353.1	BA.2
ON519356.1	BA.2
ON519360.1	BA.2
ON519361.1	BA.2
ON519363.1	BA.2
ON519366.1	BA.2
ON519369.1	BA.2
ON519370.1	BA.2
ON519374.1	BA.2
ON519376.1	BA.2
ON519378.1	BA.2
ON519380.1	BA.2
ON519383.1	BA.2
ON519385.1	BA.2
ON519386.1	BA.2
ON519389.1	BA.2
ON519393.1	BA.2
ON519395.1	BA.2
ON519396.1	BA.2
ON519399.1	BA.2
ON519402.1	BA.2
ON519403.1	BA.2
ON519406.1	BA.2
ON519407.1	BA.2
ON519409.1	BA.2
ON519410.1	BA.2
ON519414.1	BA.2
ON519421.1	BA.2
ON519426.1	BA.2
ON519431.1	BA.2
ON519432.1	BA.2
ON519440.1	BA.2
ON519445.1	BA.2
ON519447.1	BA.2
ON519448.1	BA.2
ON519454.1	BA.2
ON519456.1	BA.2
ON519461.1	BA.2
ON519463.1	BA.2
ON519465.1	BA.2
ON519466.1	BA.2
ON519468.1	BA.2
ON519482.1	BA.2
ON519484.1	BA.2
ON519487.1	BA.2
ON519488.1	BA.2
ON519491.1	BA.2
ON519493.1	BA.2
ON519494.1	BA.2
ON519496.1	BA.2
ON519499.1	BA.2
ON519500.1	BA.2
ON519501.1	BA.2
ON519503.1	BA.2
ON519510.1	BA.2
ON519511.1	BA.2
ON519512.1	BA.2
ON519515.1	BA.2
ON519517.1	BA.2
ON519519.1	BA.2
ON519522.1	BA.2
ON519523.1	BA.2
ON519525.1	BA.2
ON519526.1	BA.2
ON519527.1	BA.2
ON519530.1	BA.2
ON519532.1	BA.2
ON519533.1	BA.2
ON519534.1	BA.2
ON519537.1	BA.2
ON519541.1	BA.2
ON519545.1	BA.2
ON519546.1	BA.2
ON519548.1	BA.2
ON519553.1	BA.2
ON519560.1	BA.2
ON519561.1	BA.2
ON519563.1	BA.2
ON519571.1	BA.2
ON519575.1	BA.2
ON519577.1	BA.2
ON519578.1	BA.2
ON519580.1	BA.2
ON519582.1	BA.2
ON519595.1	BA.2
ON519598.1	BA.2
ON519599.1	BA.2
ON519600.1	BA.2
ON519602.1	BA.2
ON519604.1	BA.2
ON519613.1	BA.2
ON519618.1	BA.2
ON519619.1	BA.2
ON519623.1	BA.2
ON519631.1	BA.2
ON519635.1	BA.2
ON519637.1	BA.2
ON519640.1	BA.2
ON519642.1	BA.2
ON519646.1	BA.2
ON519648.1	BA.2
ON519652.1	BA.2
ON519657.1	BA.2
ON519659.1	BA.2
ON519662.1	BA.2
ON519663.1	BA.2
ON519667.1	BA.2
ON519669.1	BA.2
ON519671.1	BA.2
ON519672.1	BA.2
ON519673.1	BA.2
ON519674.1	BA.2
ON519675.1	BA.2
ON519676.1	BA.2
ON519678.1	BA.2
ON519682.1	BA.2
ON519683.1	BA.2
ON519686.1	BA.2
ON519690.1	BA.2
ON519693.1	BA.2
ON519694.1	BA.2
ON519695.1	BA.2
ON519700.1	BA.2
ON519702.1	BA.2
ON519703.1	BA.2
ON519705.1	BA.2
ON519710.1	BA.2
ON519711.1	BA.2
ON519712.1	BA.2
ON519714.1	BA.2
ON519719.1	BA.2
ON519724.1	BA.2
ON519725.1	BA.2
ON519734.1	BA.2
ON519735.1	BA.2
ON519745.1	BA.2
ON519747.1	BA.2
ON519754.1	BA.2
ON519755.1	BA.2
ON519756.1	BA.2
ON519760.1	BA.2
ON519761.1	BA.2
ON519763.1	BA.2
ON519767.1	BA.2
ON519780.1	BA.2
ON519781.1	BA.2
ON519788.1	BA.2
ON519790.1	BA.2
ON519791.1	BA.2
ON519793.1	BA.2
ON519796.1	BA.2
ON519798.1	BA.2
ON519802.1	BA.2
ON519806.1	BA.2
ON519810.1	BA.2
ON519811.1	BA.2
ON519815.1	BA.2
ON519816.1	BA.2
ON519819.1	BA.2
ON519821.1	BA.2
ON519824.1	BA.2
ON519826.1	BA.2
ON519827.1	BA.2
ON519833.1	BA.2
ON519844.1	BA.2
ON519852.1	BA.2
ON519855.1	BA.2
ON519856.1	BA.2
ON519857.1	BA.2
ON519858.1	BA.2
ON519864.1	BA.2
ON519868.1	BA.2
ON519870.1	BA.2
ON519873.1	BA.2
ON519876.1	BA.2
ON519877.1	BA.2
ON519879.1	BA.2
ON519887.1	BA.2
ON519889.1	BA.2
ON519890.1	BA.2
ON519892.1	BA.2
ON519896.1	BA.2
ON519899.1	BA.2
ON519902.1	BA.2
ON519905.1	BA.2
ON519911.1	BA.2
ON519914.1	BA.2
ON519916.1	BA.2
ON519919.1	BA.2
ON519922.1	BA.2
ON519925.1	BA.2
ON519927.1	BA.2
ON519930.1	BA.2
ON519934.1	BA.2
ON519936.1	BA.2
ON519938.1	BA.2
ON519939.1	BA.2
ON519943.1	BA.2
ON519947.1	BA.2
ON519948.1	BA.2
ON519950.1	BA.2
ON519954.1	BA.2
ON519956.1	BA.2
ON519960.1	BA.2
ON519962.1	BA.2
ON519964.1	BA.2
ON519966.1	BA.2
ON519973.1	BA.2
ON519975.1	BA.2
ON519976.1	BA.2
ON519979.1	BA.2
ON519982.1	BA.2
ON519983.1	BA.2
ON519997.1	BA.2
ON519998.1	BA.2
ON520007.1	BA.2
ON520009.1	BA.2
ON520010.1	BA.2
ON520011.1	BA.2
ON520013.1	BA.2
ON520014.1	BA.2
ON520015.1	BA.2
ON520016.1	BA.2
ON520017.1	BA.2
ON520018.1	BA.2
ON520020.1	BA.2
ON520023.1	BA.2
ON520028.1	BA.2
ON520030.1	BA.2
ON520032.1	BA.2
ON520034.1	BA.2
ON520036.1	BA.2
ON520039.1	BA.2
ON520040.1	BA.2
ON520041.1	BA.2
ON520043.1	BA.2
ON520045.1	BA.2
ON520046.1	BA.2
ON520047.1	BA.2
ON520049.1	BA.2
ON520053.1	BA.2
ON520054.1	BA.2
ON520062.1	BA.2
ON520066.1	BA.2
ON520068.1	BA.2
ON520081.1	BA.2
ON520084.1	BA.2
ON520087.1	BA.2
ON520090.1	BA.2
ON520093.1	BA.2
ON520098.1	BA.2
ON520104.1	BA.2
ON520105.1	BA.2
ON520106.1	BA.2
ON520111.1	BA.2
ON520113.1	BA.2
ON520114.1	BA.2
ON520123.1	BA.2
ON520124.1	BA.2
ON520126.1	BA.2
ON520127.1	BA.2
ON520129.1	BA.2
ON520138.1	BA.2
ON520140.1	BA.2
ON520142.1	BA.2
ON520143.1	BA.2
ON520144.1	BA.2
ON520151.1	BA.2
ON520154.1	BA.2
ON520158.1	BA.2
ON520159.1	BA.2
ON520162.1	BA.2
ON520164.1	BA.2
ON520165.1	BA.2
ON520166.1	BA.2
ON520167.1	BA.2
ON520170.1	BA.2
ON520171.1	BA.2
ON520175.1	BA.2
ON520179.1	BA.2
ON520183.1	BA.2
ON520184.1	BA.2
ON520189.1	BA.2
ON520191.1	BA.2
ON520200.1	BA.2
ON520202.1	BA.2
ON520210.1	BA.2
ON520211.1	BA.2
ON520216.1	BA.2
ON520218.1	BA.2
ON520220.1	BA.2
ON520221.1	BA.2
ON520224.1	BA.2
ON520226.1	BA.2
ON520229.1	BA.2
ON520231.1	BA.2
ON520232.1	BA.2
ON520233.1	BA.2
ON520234.1	BA.2
ON520238.1	BA.2
ON520239.1	BA.2
ON520240.1	BA.2
ON520241.1	BA.2
ON520244.1	BA.2
ON520245.1	BA.2
ON520247.1	BA.2
ON520248.1	BA.2
ON520258.1	BA.2
ON520261.1	BA.2
ON520262.1	BA.2
ON520263.1	BA.2
ON520264.1	BA.2
ON520266.1	BA.2
ON520268.1	BA.2
ON520269.1	BA.2
ON520270.1	BA.2
ON520274.1	BA.2
ON520275.1	BA.2
ON520276.1	BA.2
ON520277.1	BA.2
ON520284.1	BA.2
ON520290.1	BA.2
ON520297.1	BA.2
ON520298.1	BA.2
ON520303.1	BA.2
ON520305.1	BA.2
ON520310.1	BA.2
ON520312.1	BA.2
ON520314.1	BA.2
ON520316.1	BA.2
ON520319.1	BA.2
ON520327.1	BA.2
ON520329.1	BA.2
ON520334.1	BA.2
ON520336.1	BA.2
ON520338.1	BA.2
ON520344.1	BA.2
ON520345.1	BA.2
ON520350.1	BA.2
ON520353.1	BA.2
ON520358.1	BA.2
ON520362.1	BA.2
ON520365.1	BA.2
ON520366.1	BA.2
ON520377.1	BA.2
ON520381.1	BA.2
ON520386.1	BA.2
ON520387.1	BA.2
ON520392.1	BA.2
ON520393.1	BA.2
ON520399.1	BA.2
ON520401.1	BA.2
ON520403.1	BA.2
ON520406.1	BA.2
ON520408.1	BA.2
ON520409.1	BA.2
ON520410.1	BA.2
